user_id,genre_coverage_score
67e30dd7aa44a21fbf0dab8c,0.4166666666666667
67c6b68246651b159d5562ba,0.20454545454545456
67c6a7c7f0a6ec31248dcfb9,0.7708333333333334
67c72351045e816b047833f7,0.1851851851851852
67c731ac491cc692bdd048d5,0.26666666666666666
67e30d01aa44a21fbf0daa82,0.3587719298245614
67e252ffa477aca941200f12,0.4618055555555556
67e4839d8e640d3058620677,1.0
67e30c44aa44a21fbf0da970,0.22222222222222224
67c7323fa4beb50313d7b182,0.4649122807017544
67c72625ab248c05154c7195,0.78125
67e482348e640d305862061f,1.0
67c724cf9bab1f6b7a225295,0.28703703703703703
67e30bedaa44a21fbf0da8e9,0.37878787878787884
67c6aef1043f0f535d3762aa,0.44642857142857145
67e491938e640d3058620998,0.2592592592592593
67c7214342ff320db4da7ffe,0.0
67c64c27835dd5190e9d458b,0.2857142857142857
67c69c44a10ba49886b03ffe,0.2
67e48a888e640d30586207fc,0.21296296296296297
67e30d18aa44a21fbf0daab3,0.19166666666666668
67e485b38e640d30586206e0,0.38055555555555554
67e484d68e640d30586206c3,0.30092592592592593
67e30bc0aa44a21fbf0da8ab,0.2648809523809524
67c69b4b4ed67834093d1d06,0.2375
67c6915406ca2140e6b5f6b5,0.35
67e30c87aa44a21fbf0da9da,0.36363636363636365
67e488728e640d305862077c,0.0
67e489958e640d30586207c4,0.3541666666666667
67e303ce646371e352d0761f,0.19791666666666666
67e48f1e8e640d305862090b,0.2152777777777778
67c725abfc171035b7c01eab,0.37820512820512825
67c6942c807dc010c3d314e2,0.2592592592592593
67c6b236549a8c45102a1047,0.5416666666666666
67c726b7354a3c3ce873b2b1,0.3137254901960784
67c6a8bfd95c79e16d283c18,0.1590909090909091
67c727479cf55b23e98d3cbb,0.0
67c732b8394025de47ccead9,0.375
67e48e828e640d30586208e1,1.0
67e30b3baa44a21fbf0da7f7,0.3333333333333333
67c69bb27a8e0cf685baedc8,0.2818627450980392
67c6b3acc133fcda793e1254,0.24019607843137256
67e4821400344e912e331e32,0.41964285714285715
67c689339b4a16237c4bf167,0.75
67e487328e640d3058620735,0.21212121212121213
67e254e5639e6170d4feafde,0.2857142857142857
67c71ed34503d19cf943997c,0.20512820512820512
67e30cdeaa44a21fbf0daa52,0.17777777777777778
67c73808ea100a65e0a1c468,0.14285714285714285
67e48fa28e640d3058620931,0.19281045751633988
67c6a6fd00761454f1283558,0.15151515151515152
67c722d542a5f52994167e47,0.4756944444444444
67e25904abd4e250d2fad990,0.1840277777777778
67e30c61aa44a21fbf0da999,0.34226190476190477
67e491b08e640d30586209c2,0.296875
67c6b1862276ca45b4d81d62,0.27469135802469136
67e30c15aa44a21fbf0da92b,0.2857142857142857
67e492038e640d3058620a3e,0.2864583333333333
67c6adff29c7ce974aa31863,1.0
67c7202ef0f7928d347803a5,0.2857142857142857
67c71f9395d294d40e6ca7f6,0.1388888888888889
67e30d49aa44a21fbf0daaf7,0.3013888888888889
67e30b9faa44a21fbf0da87d,0.2777777777777778
67e491cf8e640d30586209f5,0.20512820512820512
67c6b5c9c826c0c276d67f3a,0.1898148148148148
67e30df1aa44a21fbf0daba8,0.25
67e48d098e640d30586208a0,0.23958333333333334
67c690c227f290acc7d0d359,0.20555555555555557
67e48bc38e640d305862084e,0.16666666666666666
67e492d58e640d3058620a79,0.175
67c68816827a89c7365d4804,0.32142857142857145
67e490938e640d305862096b,0.3425925925925926
67e486d08e640d305862071e,0.0
67c6a91e26f74b64e0631ab3,0.34615384615384615
67c6ab4c745ce6c315891a8c,0.0
67e30e57aa44a21fbf0dac40,0.0
67c6b0d04861e48bcec34bdb,0.375
67c7331b2e6abdd36e441b17,0.5
67c68be30a70d8179e91f0bb,0.16666666666666666
67c737114f05cee357f59ad6,1.0
67c6afa44eee11c8d28c185a,0.5046296296296297
67e493588e640d3058620aa4,0.4444444444444444
67e30e2aaa44a21fbf0dabf9,0.25
67c68aa50dc332a87e669523,0.14814814814814814
67c6ac122c57f68f9f2ba379,0.5625
67e30caeaa44a21fbf0daa0f,0.2857142857142857
67e30d6baa44a21fbf0dab1d,0.4166666666666667
67c72244933f2b24c1a79b7c,0.3888888888888889
67c6b2ad5c82753d0870639b,0.38095238095238093
67c7359d9c4f2192fb55cc3c,0.35185185185185186
67c733c633cbd5edd293057e,0.16666666666666666
67e5a891fb660e7a443b8c44,0.888888888888889
67e30b81aa44a21fbf0da855,0.25
67c72428837b97cc04c2cb17,0.0
67c69d5305e38271eb1daa67,0.14583333333333334
67e30db5aa44a21fbf0dab5f,0.32894736842105265
